EnsemblGeneID,GeneName.x,BCells_ProHL,NKCells_ProHL,Hepatocytes_ProHL,Monocytes_ProHL
ENSG00000110955,ATP5B,2.546289663,2.869611561,2.358940369,2.372818141
ENSG00000110958,PTGES3,1.875900089,NA,NA,1.885666476
ENSG00000111011,RSRC2,1.638034757,1.946009885,NA,1.583561479
ENSG00000111052,LIN7A,NA,NA,1.773603623,NA
ENSG00000111057,KRT18,1.709744711,NA,1.842855644,NA
ENSG00000111058,ACSS3,NA,NA,2.068631064,NA
ENSG00000111110,PPM1H,NA,NA,NA,NA
ENSG00000111142,METAP2,1.862384843,2.088169767,1.972378743,1.730733839
ENSG00000111144,LTA4H,2.610743714,NA,NA,1.818868939
ENSG00000111229,ARPC3,2.122507495,2.65450623,2.119440656,1.844741152
ENSG00000111237,VPS29,2.034076717,2.641719943,2.244832316,1.926334728
ENSG00000111271,ACAD10,NA,NA,1.7318425,NA
ENSG00000111275,ALDH2,1.679736699,NA,2.556370656,1.711528854
ENSG00000111276,CDKN1B,1.67889606,NA,NA,NA
ENSG00000111300,NAA25,1.848192197,NA,NA,1.913954181
ENSG00000111331,OAS3,2.166022864,NA,1.916822285,2.12538366
ENSG00000111335,OAS2,2.102742336,2.175627764,1.724439723,2.275527872
ENSG00000111344,RASAL1,NA,NA,NA,1.225851811
ENSG00000111348,ARHGDIB,2.468523081,2.731197805,NA,2.359054378
ENSG00000111361,EIF2B1,1.855419202,2.335999178,2.191376949,1.981567196
ENSG00000111364,DDX55,1.978842186,2.327671514,1.606010336,1.780914686
ENSG00000111371,SLC38A1,1.149619342,NA,1.355757928,NA
ENSG00000111445,RFC5,1.941367306,NA,NA,2.445481214
ENSG00000111450,STX2,NA,NA,NA,NA
ENSG00000111481,COPZ1,1.85672587,2.264857946,2.058300729,1.843528646
ENSG00000111530,CAND1,2.211713085,2.683898573,2.411474075,2.101436016
ENSG00000111540,RAB5B,2.080020071,2.204046689,1.740153388,1.86204487
ENSG00000111554,MDM1,NA,2.605232837,NA,NA
ENSG00000111581,NUP107,1.990642932,2.572319674,2.335225145,1.981292969
ENSG00000111605,CPSF6,2.123787962,2.522266828,1.720696669,1.956175637
ENSG00000111615,KRR1,1.883868598,2.294536766,1.632011633,NA
ENSG00000111640,GAPDH,2.343674407,3.022003768,2.733907931,2.517982591
ENSG00000111641,NOP2,1.757096019,2.163307507,1.784107107,1.627140457
ENSG00000111642,CHD4,1.701049631,2.054970989,1.363564976,1.606644657
ENSG00000111647,UHRF1BP1L,NA,NA,NA,1.694789406
ENSG00000111652,COPS7A,1.952642326,2.37303896,2.032251994,1.847443092
ENSG00000111666,CHPT1,NA,2.104258295,1.713859998,NA
ENSG00000111667,USP5,2.104546857,2.628542183,2.39174292,2.086228098
ENSG00000111669,TPI1,2.440255575,3.020955751,2.468753368,2.255842745
ENSG00000111670,GNPTAB,NA,NA,1.663700925,NA
ENSG00000111674,ENO2,2.361177066,2.488403342,NA,2.222323608
ENSG00000111676,ATN1,NA,NA,NA,NA
ENSG00000111679,PTPN6,2.320590743,2.628952126,NA,1.872802861
ENSG00000111684,LPCAT3,NA,NA,2.022906533,2.02342532
ENSG00000111696,NT5DC3,NA,NA,NA,NA
ENSG00000111707,SUDS3,1.977673316,NA,NA,NA
ENSG00000111711,GOLT1B,2.080684197,NA,NA,1.908337548
ENSG00000111713,GYS2,NA,NA,2.650007688,NA
ENSG00000111716,LDHB,2.063532256,2.770193446,NA,2.832653866
ENSG00000111725,PRKAB1,NA,NA,NA,NA
ENSG00000111726,CMAS,2.308816167,3.017572532,2.048865015,2.101901661
ENSG00000111731,C2CD5,2.045616322,2.066633364,2.06772534,2.058355788
ENSG00000111737,RAB35,2.140658857,2.386475779,1.847017098,1.919653282
ENSG00000111752,PHC1,NA,NA,NA,NA
ENSG00000111785,RIC8B,NA,NA,NA,NA
ENSG00000111786,SRSF9,1.802530863,2.111104499,1.308254855,1.514461416
ENSG00000111790,FGFR1OP2,2.256289493,2.317195968,NA,NA
ENSG00000111796,KLRB1,NA,1.729852957,NA,NA
ENSG00000111802,TDP2,1.373629101,1.516878972,1.81239858,1.205718498
ENSG00000111816,FRK,NA,NA,1.424938777,NA
ENSG00000111817,DSE,NA,NA,NA,1.436981149
ENSG00000111832,RWDD1,2.016686601,NA,NA,NA
ENSG00000111843,TMEM14C,2.406013599,NA,2.2426172,2.004849945
ENSG00000111845,PAK1IP1,2.005304947,2.449035394,1.774023999,1.715443411
ENSG00000111850,SMIM8,NA,NA,NA,NA
ENSG00000111859,NEDD9,1.704982261,1.889626601,NA,NA
ENSG00000111875,ASF1A,NA,NA,NA,NA
ENSG00000111880,RNGTT,1.629057739,2.090809831,NA,1.618722561
ENSG00000111885,MAN1A1,1.367598164,NA,1.564304988,NA
ENSG00000111897,SERINC1,NA,NA,1.173754269,1.133315317
ENSG00000111906,HDDC2,2.334698978,NA,NA,NA
ENSG00000111907,TPD52L1,NA,NA,1.600335681,NA
ENSG00000111911,HINT3,NA,2.169062818,1.774192036,1.763630118
ENSG00000111912,NCOA7,1.785948797,1.855155577,NA,1.589558672
ENSG00000111913,FAM65B,1.415399082,1.444926549,NA,NA
ENSG00000112033,PPARD,NA,NA,NA,NA
ENSG00000112062,MAPK14,1.9809074,2.305983002,1.919721209,2.231526932
ENSG00000112079,STK38,1.834547858,1.812117535,NA,1.739983503
ENSG00000112096,SOD2,2.677494715,2.817224146,1.853771196,2.100174034
ENSG00000112110,MRPL18,2.013847996,2.317185508,2.019216021,1.871812199
ENSG00000112118,MCM3,1.483237724,1.881818164,NA,1.800297699
ENSG00000112139,MDGA1,NA,NA,NA,NA
ENSG00000112159,MDN1,1.546197064,2.007491733,1.523947964,1.811199527
ENSG00000112167,SAYSD1,NA,NA,NA,NA
ENSG00000112182,BACH2,1.468303012,NA,NA,NA
ENSG00000112186,CAP2,NA,NA,NA,NA
ENSG00000112200,ZNF451,NA,1.761416603,NA,NA
ENSG00000112208,BAG2,1.846235022,NA,1.887876,NA
ENSG00000112210,RAB23,NA,NA,NA,NA
ENSG00000112232,KHDRBS2,NA,NA,NA,NA
ENSG00000112234,FBXL4,1.870772489,NA,NA,NA
ENSG00000112245,PTP4A1,NA,NA,1.386926807,NA
ENSG00000112249,ASCC3,1.701399588,2.200847763,1.67050561,1.806668281
ENSG00000112282,MED23,1.667817047,1.980812088,1.656385719,1.726568292
ENSG00000112290,WASF1,NA,NA,NA,NA
ENSG00000112294,ALDH5A1,2.623512372,2.635504858,2.437588068,1.382521324
ENSG00000112297,AIM1,1.823500312,1.99770085,1.420335384,1.877860659
ENSG00000112299,VNN1,NA,NA,1.992440843,NA
ENSG00000112304,ACOT13,2.655530276,2.776497061,2.598049825,NA
ENSG00000112305,SMAP1,1.627478513,2.008308415,1.722033062,1.657753607
ENSG00000112306,RPS12,2.038918066,3.00920542,2.113001918,2.064469221
ENSG00000112320,SOBP,NA,NA,NA,NA
ENSG00000112335,SNX3,1.88876621,2.075461189,1.854102513,1.536615251
ENSG00000112339,HBS1L,1.757984054,2.095397776,2.045923142,1.787396707
ENSG00000112343,TRIM38,1.644044493,1.900741171,NA,1.570350267
ENSG00000112367,FIG4,NA,NA,NA,1.792601781
ENSG00000112379,ARFGEF3,NA,NA,NA,NA
ENSG00000112406,HECA,1.550802954,1.730919485,NA,NA
ENSG00000112419,PHACTR2,NA,NA,NA,2.044165275
ENSG00000112514,CUTA,2.185376394,1.882256935,NA,2.177683645
ENSG00000112531,QKI,1.639177592,2.00029956,1.428215812,1.329895964
ENSG00000112541,PDE10A,NA,NA,NA,NA
ENSG00000112561,TFEB,1.632386423,NA,NA,NA
ENSG00000112578,BYSL,1.649685269,2.456789492,1.650399813,1.515748039
ENSG00000112624,GLTSCR1L,1.636969065,NA,NA,NA
ENSG00000112640,PPP2R5D,1.759199309,1.958645097,NA,1.87940557
ENSG00000112651,MRPL2,NA,NA,1.797205197,1.936476042
ENSG00000112655,PTK7,NA,NA,NA,NA
ENSG00000112659,CUL9,NA,NA,NA,NA
ENSG00000112667,DNPH1,2.09820575,2.537155187,NA,1.886998046
ENSG00000112685,EXOC2,1.798647193,2.077905443,NA,1.888698876
ENSG00000112695,COX7A2,2.397140171,2.602664868,2.442702347,NA
ENSG00000112697,TMEM30A,1.915637234,2.122342051,1.887890055,1.890867939
ENSG00000112699,GMDS,2.082677681,3.031876442,NA,NA
ENSG00000112759,SLC29A1,NA,NA,1.687894435,NA
ENSG00000112763,BTN2A1,NA,2.065039779,NA,1.869261063
ENSG00000112796,ENPP5,NA,NA,NA,NA
ENSG00000112799,LY86,NA,NA,NA,1.946022179
ENSG00000112851,ERBB2IP,1.872869795,1.999893585,1.401340218,1.817796667
ENSG00000112855,HARS2,1.956019477,2.219647387,1.844129104,1.858795772
ENSG00000112874,NUDT12,NA,NA,1.848072057,NA
ENSG00000112893,MAN2A1,NA,1.674585602,1.621721405,1.76202175
ENSG00000112964,GHR,NA,NA,1.02347881,NA
ENSG00000112972,HMGCS1,1.057437868,NA,NA,NA
ENSG00000112983,BRD8,1.773947265,NA,NA,1.644945463
ENSG00000112992,NNT,2.752040377,2.926980298,2.415028466,2.604437747
ENSG00000112996,MRPS30,1.856831563,2.265869241,1.793074116,1.786005669
ENSG00000113013,HSPA9,1.79377642,2.464128727,1.979937427,1.914760852
ENSG00000113048,MRPS27,1.808916213,2.176675716,1.793682147,1.959007984
ENSG00000113068,PFDN1,1.889693791,2.246926755,2.086815245,1.726421547
ENSG00000113088,GZMK,NA,2.36349446,NA,NA
ENSG00000113140,SPARC,NA,NA,NA,NA
ENSG00000113141,IK,1.582069047,1.75471901,1.250017239,1.454608601
ENSG00000113163,COL4A3BP,1.72129938,1.848872362,NA,1.59688836
ENSG00000113194,FAF2,1.861008399,2.340160442,1.986720243,1.846658693
ENSG00000113263,ITK,NA,1.140759371,NA,NA
ENSG00000113272,THG1L,1.95160462,NA,NA,NA
ENSG00000113273,ARSB,NA,3.048944176,2.1737761,1.933229064
ENSG00000113282,CLINT1,1.815517979,1.970460782,1.623254461,1.884577313
ENSG00000113312,TTC1,1.534216544,1.836191148,1.684719721,1.581454697
ENSG00000113318,MSH3,1.716787706,2.207286901,NA,NA
ENSG00000113319,RASGRF2,NA,NA,NA,NA
ENSG00000113327,GABRG2,NA,NA,NA,NA
ENSG00000113360,DROSHA,NA,NA,1.595457641,NA
ENSG00000113361,CDH6,NA,NA,NA,NA
ENSG00000113368,LMNB1,3.190813918,3.50411805,NA,3.16971792
ENSG00000113384,GOLPH3,1.818196192,NA,1.721002257,1.735011726
ENSG00000113387,SUB1,2.542450702,2.914890309,1.937405041,2.122332221
ENSG00000113389,NPR3,NA,NA,NA,NA
ENSG00000113391,FAM172A,2.173091529,2.194027048,1.724243091,1.81078344
ENSG00000113407,TARS,1.805436287,NA,2.559055148,1.878653902
ENSG00000113441,LNPEP,2.111286043,1.983434578,1.609188736,1.823998848
ENSG00000113448,PDE4D,NA,NA,NA,NA
ENSG00000113460,BRIX1,1.942159409,2.256799499,1.970330602,1.86160609
ENSG00000113492,AGXT2,NA,NA,2.4256035,NA
ENSG00000113522,RAD50,2.185226164,2.768843732,1.895124073,2.192013779
ENSG00000113552,GNPDA1,2.002109881,2.382483523,NA,1.637449701
ENSG00000113558,SKP1,1.696688318,1.997288067,1.622519684,1.544390543
ENSG00000113569,NUP155,2.055668783,2.662224077,2.328259289,2.263439586
ENSG00000113575,PPP2CA,NA,2.219843768,1.951582772,NA
ENSG00000113580,NR3C1,1.538171423,1.605272715,NA,1.489501457
ENSG00000113593,PPWD1,2.034961168,2.336895811,0.898505786,1.937643248
ENSG00000113597,TRAPPC13,2.064042215,NA,NA,NA
ENSG00000113600,C9,NA,NA,1.460093127,NA
ENSG00000113615,SEC24A,1.664510351,NA,1.747062056,1.643432935
ENSG00000113643,RARS,1.818014635,2.671741498,2.120379771,2.076645904
ENSG00000113645,WWC1,NA,NA,NA,NA
ENSG00000113648,H2AFY,2.987186578,3.286360124,1.783084935,2.041799152
ENSG00000113649,TCERG1,2.24056672,2.756634967,1.774710348,2.246768085
ENSG00000113657,DPYSL3,NA,NA,NA,NA
ENSG00000113712,CSNK1A1,1.424702004,1.745547103,1.465486951,1.342116593
ENSG00000113719,ERGIC1,2.50081259,2.519834554,2.026349376,1.792447724
ENSG00000113721,PDGFRB,NA,NA,NA,NA
ENSG00000113734,BNIP1,2.135596923,NA,1.991494103,1.933274644
ENSG00000113742,CPEB4,NA,NA,NA,NA
ENSG00000113758,DBN1,NA,2.250383403,NA,NA
ENSG00000113761,ZNF346,2.180054156,NA,NA,NA
ENSG00000113763,UNC5A,NA,NA,NA,NA
ENSG00000113790,EHHADH,NA,NA,2.03099215,NA
ENSG00000113805,CNTN3,NA,NA,NA,NA
ENSG00000113810,SMC4,1.278913575,1.794975744,NA,NA
ENSG00000113812,ACTR8,1.851117639,NA,NA,1.828634122
ENSG00000113845,TIMMDC1,1.784453242,NA,1.596805947,1.421587476
ENSG00000113851,CRBN,1.674769314,NA,NA,1.775078631
ENSG00000113889,KNG1,NA,NA,1.296336055,NA
ENSG00000113905,HRG,NA,NA,1.799337103,NA
ENSG00000113924,HGD,NA,NA,2.375609667,NA
ENSG00000113966,ARL6,NA,NA,NA,NA
ENSG00000114019,AMOTL2,NA,NA,NA,NA
ENSG00000114021,NIT2,2.087268406,NA,2.597519678,2.180878211
ENSG00000114023,FAM162A,2.219932765,NA,2.095343732,1.803583425
ENSG00000114030,KPNA1,1.595198507,1.945562131,1.741978414,1.560898506
ENSG00000114054,PCCB,2.583799907,NA,2.368164112,2.272148059
ENSG00000114062,UBE3A,1.827252929,2.023044525,1.901556394,1.640913529
ENSG00000114098,ARMC8,1.818766775,NA,1.866405498,1.843892753
ENSG00000114115,RBP1,NA,NA,NA,NA
ENSG00000114120,SLC25A36,NA,NA,NA,NA
ENSG00000114125,RNF7,NA,NA,NA,1.748993826
ENSG00000114127,XRN1,1.581835924,1.726841268,1.513037717,1.590245357
ENSG00000114200,BCHE,NA,NA,1.546271145,NA
ENSG00000114209,PDCD10,2.242147453,2.489681511,1.938121773,2.000347297
ENSG00000114268,PFKFB4,NA,NA,NA,1.455301772
ENSG00000114302,PRKAR2A,2.265984601,2.572750238,2.113866509,1.956816506
ENSG00000114316,USP4,1.641954741,1.796359214,NA,1.685880512
ENSG00000114331,ACAP2,2.075393654,2.2717336,NA,1.961634629
ENSG00000114353,GNAI2,2.225120529,2.48807033,1.65760077,2.001049723
ENSG00000114354,TFG,2.021486999,2.47813415,2.040159118,1.825124149
ENSG00000114374,USP9Y,NA,NA,NA,NA
ENSG00000114378,HYAL1,NA,NA,1.2974541,NA
ENSG00000114383,TUSC2,NA,NA,NA,1.49550271
ENSG00000114388,NPRL2,NA,NA,NA,NA
ENSG00000114391,RPL24,2.005545132,2.591771152,1.869463477,1.93399822
ENSG00000114416,FXR1,1.506044788,1.990276681,1.724492963,1.576139708
ENSG00000114423,CBLB,1.305974414,NA,NA,NA
ENSG00000114439,BBX,1.478075653,1.458698268,NA,NA
ENSG00000114446,IFT57,NA,NA,NA,NA
ENSG00000114450,GNB4,NA,NA,NA,1.634235368
ENSG00000114480,GBE1,2.106002106,NA,2.226677221,2.047671978
ENSG00000114491,UMPS,1.888199158,2.126446376,NA,2.029004111
ENSG00000114503,NCBP2,1.789841493,2.214136219,NA,1.693832433
ENSG00000114520,SNX4,NA,1.93703619,2.033375498,1.726629421
ENSG00000114573,ATP6V1A,2.010285112,2.180209054,1.894041772,1.863899553
ENSG00000114631,PODXL2,NA,NA,NA,NA
ENSG00000114646,CSPG5,NA,NA,NA,NA
ENSG00000114648,KLHL18,NA,NA,NA,NA
ENSG00000114650,SCAP,NA,NA,1.50940416,NA
ENSG00000114686,MRPL3,2.404087594,NA,1.798125584,NA
ENSG00000114698,PLSCR4,NA,NA,1.679545994,NA
ENSG00000114742,WDR48,1.677556769,1.806305494,1.857950323,1.648223358
ENSG00000114744,COMMD2,2.064734951,2.373349757,2.330572039,1.905501755
ENSG00000114745,GORASP1,NA,NA,1.731890813,NA
ENSG00000114757,PEX5L,NA,NA,NA,NA
ENSG00000114767,RRP9,1.933760534,2.377999767,2.087942829,1.847359778
ENSG00000114771,AADAC,NA,NA,1.973762661,NA
ENSG00000114779,ABHD14B,2.412243766,2.684222187,NA,2.334872764
ENSG00000114805,PLCH1,NA,NA,2.540721665,NA
ENSG00000114850,SSR3,NA,NA,2.31364791,1.71195478
ENSG00000114857,NKTR,1.938201893,NA,NA,NA
ENSG00000114861,FOXP1,1.407254901,NA,NA,NA
ENSG00000114867,EIF4G1,1.479949417,1.920806594,1.530347,1.610873
ENSG00000114902,SPCS1,NA,NA,1.707863864,1.85212607
ENSG00000114904,NEK4,NA,NA,NA,NA
ENSG00000114923,SLC4A3,NA,NA,NA,1.955798354
ENSG00000114942,EEF1B2,1.894313293,2.812768345,2.019010301,1.949492469
ENSG00000114956,DGUOK,NA,NA,2.302644737,NA
ENSG00000114978,MOB1A,1.578398505,NA,NA,1.428717783
ENSG00000114982,KANSL3,1.728674311,1.763944347,NA,1.515370406
ENSG00000114988,LMAN2L,NA,NA,2.141631606,1.682379767
ENSG00000114993,RTKN,NA,NA,1.560779123,NA
ENSG00000114999,TTL,NA,NA,NA,NA
ENSG00000115009,CCL20,NA,NA,1.564666064,NA
ENSG00000115020,PIKFYVE,1.597519678,NA,NA,1.621845909
ENSG00000115042,FAHD2A,2.086475508,2.565988234,2.429337969,2.010545874
ENSG00000115053,NCL,2.016603008,2.575545182,1.843979844,2.007073202
ENSG00000115073,ACTR1B,2.224802309,2.578879781,2.072014484,NA
ENSG00000115085,ZAP70,2.288211206,2.520315809,NA,2.312830846
ENSG00000115091,ACTR3,2.281182275,2.874584436,1.969026644,2.015967175
ENSG00000115107,STEAP3,NA,NA,1.686010291,NA
ENSG00000115128,SF3B6,1.85417543,2.106289512,1.401245408,1.625214672
ENSG00000115129,TP53I3,NA,NA,NA,1.895115779
ENSG00000115145,STAM2,1.709244513,NA,NA,1.595925895
ENSG00000115159,GPD2,2.397074031,NA,NA,2.147779863
ENSG00000115165,CYTIP,0.958372732,1.26611405,NA,NA
ENSG00000115170,ACVR1,NA,NA,NA,NA
ENSG00000115204,MPV17,NA,NA,NA,NA
ENSG00000115207,GTF3C2,1.623848617,2.07286358,1.557633502,1.580246217
ENSG00000115211,EIF2B4,1.840777101,2.344583832,2.102126572,1.858576294
ENSG00000115216,NRBP1,1.817575285,2.066821447,1.686511146,1.550430161
ENSG00000115232,ITGA4,1.939514261,1.72379214,NA,1.456677217
ENSG00000115233,PSMD14,2.117213275,3.040545775,2.538995759,2.086308211
ENSG00000115234,SNX17,1.418135498,1.651897992,1.102296466,1.396356293
ENSG00000115241,PPM1G,1.721047664,2.180878211,1.68867783,1.752271303
ENSG00000115252,PDE1A,NA,NA,NA,NA
ENSG00000115255,REEP6,NA,NA,2.091455913,NA
ENSG00000115266,APC2,NA,NA,NA,NA
ENSG00000115267,IFIH1,1.265242469,NA,NA,1.347076196
ENSG00000115268,RPS15,2.045551803,2.763360972,2.071648235,2.118287879
ENSG00000115271,GCA,2.079316942,2.526077459,NA,2.292850603
ENSG00000115274,INO80B,1.81358766,NA,NA,NA
ENSG00000115275,MOGS,2.485024719,2.499925467,2.460026878,2.094107609
ENSG00000115286,NDUFS7,2.171958893,NA,1.961316661,1.861880753
ENSG00000115290,GRB14,NA,NA,1.828376288,NA
ENSG00000115295,CLIP4,NA,NA,NA,NA
ENSG00000115306,SPTBN1,2.287222658,2.400875451,1.683317262,2.171009349
ENSG00000115307,AUP1,1.696880372,2.011308181,1.595727637,1.576911204
ENSG00000115310,RTN4,2.023694762,2.234533734,2.119757217,1.954449956
ENSG00000115317,HTRA2,2.416969016,NA,2.246766854,2.310296001
ENSG00000115318,LOXL3,NA,NA,NA,2.009697294
ENSG00000115325,DOK1,1.841547165,NA,NA,1.82007332
ENSG00000115350,POLE4,1.38921926,NA,NA,NA
ENSG00000115355,CCDC88A,NA,NA,NA,1.703596567
ENSG00000115361,ACADL,NA,NA,1.220761654,NA
ENSG00000115364,MRPL19,1.831757828,2.369086849,1.623951865,1.876001217
ENSG00000115368,WDR75,1.72611567,2.216721286,1.769846082,1.833637887
ENSG00000115414,FN1,NA,NA,1.522906974,NA
ENSG00000115415,STAT1,1.952625375,2.158407729,1.82195873,1.719240109
ENSG00000115419,GLS,1.836700636,2.037083708,1.851756584,1.520339399
ENSG00000115421,PAPOLG,1.174931594,NA,NA,NA
ENSG00000115425,PECR,2.66248773,NA,2.397312434,NA
ENSG00000115461,IGFBP5,NA,NA,NA,NA
ENSG00000115464,USP34,1.46577681,1.88441016,1.406028945,1.648174542
ENSG00000115468,EFHD1,NA,NA,1.462368046,NA
ENSG00000115484,CCT4,2.02790181,2.700323327,2.294821012,2.07190409
ENSG00000115486,GGCX,NA,NA,1.643763481,NA
ENSG00000115504,EHBP1,NA,NA,1.5774918,NA
ENSG00000115514,TXNDC9,1.382791234,NA,1.748102711,NA
ENSG00000115520,COQ10B,NA,NA,1.302525733,NA
ENSG00000115523,GNLY,1.621788849,1.790946309,NA,NA
ENSG00000115524,SF3B1,1.855079793,2.169640641,1.483658604,1.711625884
ENSG00000115525,ST3GAL5,NA,NA,NA,NA
ENSG00000115539,PDCL3,1.635383204,NA,NA,NA
ENSG00000115540,MOB4,NA,NA,NA,NA
ENSG00000115541,HSPE1,2.323428464,NA,2.242364991,2.120150946
ENSG00000115548,KDM3A,1.284678831,NA,NA,NA
ENSG00000115561,CHMP3,1.94638348,1.049566869,1.531823661,1.552698628
ENSG00000115604,IL18R1,NA,1.683119114,1.409197411,NA
ENSG00000115652,UXS1,NA,NA,1.725719749,NA
ENSG00000115657,ABCB6,NA,NA,1.757392232,NA
ENSG00000115661,STK16,NA,NA,NA,NA
ENSG00000115677,HDLBP,1.383869201,1.810225795,1.497275286,1.475220683
ENSG00000115685,PPP1R7,2.131762978,2.469558415,NA,1.988396177
ENSG00000115687,PASK,1.558324494,NA,NA,NA
ENSG00000115694,STK25,1.554731377,NA,1.861163878,NA
ENSG00000115718,PROC,NA,NA,1.346382318,NA
ENSG00000115756,HPCAL1,1.964386929,2.337672862,1.727386705,1.791981718
ENSG00000115760,BIRC6,1.489086204,1.770807844,NA,1.616317942
ENSG00000115761,NOL10,1.812224621,NA,1.553725293,NA
ENSG00000115806,GORASP2,1.983177329,2.430341971,1.995349958,1.840717567
ENSG00000115808,STRN,2.267618704,2.538133058,NA,1.918761413
ENSG00000115816,CEBPZ,1.53000749,1.759048061,1.632953056,1.402519303
ENSG00000115839,RAB3GAP1,1.780328115,2.086518212,1.878763003,1.811025088
ENSG00000115840,SLC25A12,2.698362001,2.909962589,2.73422599,2.469730731
ENSG00000115841,RMDN2,NA,NA,2.463788507,NA
ENSG00000115866,DARS,1.889046655,2.397434195,2.275500237,2.052642008
ENSG00000115884,SDC1,NA,NA,0.916058956,NA
ENSG00000115896,PLCL1,NA,NA,NA,NA
ENSG00000115902,SLC1A4,1.237065953,1.70675191,2.200325089,1.202692611
ENSG00000115904,SOS1,1.86055959,1.899968159,NA,1.741403747
ENSG00000115935,WIPF1,1.914966908,1.8022639,NA,1.898845802
ENSG00000115942,ORC2,1.885315979,2.132117143,NA,NA
ENSG00000115944,COX7A2L,2.304378493,2.429375136,2.062493612,2.186162133
ENSG00000115946,PNO1,1.672033171,NA,1.422721126,1.460063015
ENSG00000115947,ORC4,1.775992517,NA,NA,NA
ENSG00000115956,PLEK,2.023096003,2.443787736,NA,2.424497786
ENSG00000115963,RND3,NA,NA,NA,NA
ENSG00000115966,ATF2,NA,NA,NA,NA
ENSG00000115970,THADA,1.447979312,NA,NA,1.608312043
ENSG00000115977,AAK1,NA,2.183776462,NA,1.831917742
ENSG00000115998,C2orf42,1.58726185,NA,NA,NA
ENSG00000116001,TIA1,1.852766582,2.432299705,NA,1.755104634
ENSG00000116005,PCYOX1,2.519150438,2.428224723,2.285980146,1.98330146
ENSG00000116017,ARID3A,1.308713777,NA,NA,1.681367888
ENSG00000116030,SUMO1,1.793493539,2.139779943,1.385096617,1.621373644
ENSG00000116062,MSH6,1.55923013,2.019186935,NA,1.78733293
ENSG00000116096,SPR,NA,NA,2.430814114,1.739346832
ENSG00000116106,EPHA4,NA,1.25379823,NA,NA
ENSG00000116120,FARSB,2.134196239,2.926145323,2.165017175,2.367777895
ENSG00000116127,ALMS1,2.174400012,NA,NA,NA
ENSG00000116133,DHCR24,NA,NA,1.536204803,1.637839826
ENSG00000116138,DNAJC16,NA,NA,1.634794562,1.669233175
ENSG00000116141,MARK1,NA,NA,NA,NA
ENSG00000116147,TNR,NA,NA,NA,NA
ENSG00000116157,GPX7,NA,2.161793103,1.797817852,NA
ENSG00000116161,CACYBP,1.705731181,2.300522661,2.444247836,1.772985113
ENSG00000116171,SCP2,1.86186583,2.100653089,1.901387477,1.905766207
ENSG00000116191,RALGPS2,1.971053076,NA,NA,NA
ENSG00000116199,FAM20B,1.875576321,NA,1.958537605,NA
ENSG00000116221,MRPL37,1.875477986,NA,1.685929743,2.154579159
ENSG00000116237,ICMT,NA,NA,1.646927896,1.958492212
ENSG00000116251,RPL22,2.125471506,2.747903316,2.068545769,2.070608543
ENSG00000116260,QSOX1,NA,NA,1.636081495,NA
ENSG00000116266,STXBP3,1.810279575,2.023522009,1.766226894,1.788387585
ENSG00000116350,SRSF4,2.260084512,2.625801015,1.70000673,2.055060905
ENSG00000116353,MECR,2.280937857,NA,NA,NA
ENSG00000116406,EDEM3,NA,NA,1.637559771,1.413417125
ENSG00000116455,WDR77,1.809775125,NA,NA,NA
ENSG00000116459,ATP5F1,2.559457742,3.062037741,2.330034107,2.310202463
ENSG00000116473,RAP1A,NA,NA,2.020787908,1.968627689
ENSG00000116478,HDAC1,1.95964469,2.320252249,1.542339841,1.86819169
ENSG00000116489,CAPZA1,2.355304943,2.753649309,1.874658631,2.097755196
ENSG00000116544,DLGAP3,NA,NA,NA,NA
ENSG00000116560,SFPQ,2.140564604,2.923691039,1.932605657,2.031301392
ENSG00000116584,ARHGEF2,1.608242473,1.944403702,1.708072305,1.640555966
ENSG00000116586,LAMTOR2,2.257020636,NA,1.825585135,1.972344031
ENSG00000116604,MEF2D,1.324138353,1.467600707,NA,1.230346722
ENSG00000116649,SRM,1.672882575,2.232820833,NA,2.129656062
ENSG00000116661,FBXO2,NA,NA,NA,NA
ENSG00000116663,FBXO6,NA,2.758177359,1.825049436,NA
ENSG00000116667,C1orf21,NA,1.621280168,NA,NA
ENSG00000116675,DNAJC6,NA,NA,NA,NA
ENSG00000116679,IVNS1ABP,NA,NA,NA,1.518619211
ENSG00000116685,KIAA2013,1.837588438,1.949187451,2.109002818,1.770137414
ENSG00000116688,MFN2,1.748277203,2.068222979,1.673145369,1.840049607
ENSG00000116698,SMG7,1.568823376,1.866913217,NA,1.783860719
ENSG00000116701,NCF2,1.627355614,2.111494389,NA,1.621819973
ENSG00000116704,SLC35D1,NA,NA,2.046319538,NA
ENSG00000116711,PLA2G4A,NA,NA,NA,1.767111321
ENSG00000116729,WLS,NA,NA,NA,NA
ENSG00000116731,PRDM2,1.570852206,NA,NA,NA
ENSG00000116747,TROVE2,2.170579984,2.472212144,NA,1.983522549
ENSG00000116750,UCHL5,1.947323419,2.393817288,2.013667072,2.020230726
ENSG00000116752,BCAS2,2.029967856,2.391089554,1.589234492,1.899697417
ENSG00000116754,SRSF11,1.930961759,2.344672215,1.82828601,1.776265218
ENSG00000116761,CTH,1.942221425,NA,2.086487964,NA
ENSG00000116771,AGMAT,2.272799713,NA,2.728061854,NA
ENSG00000116786,PLEKHM2,1.692071015,NA,1.4571701,1.447894157
